575,4,0.358322,0.140881,0.149935,0.132406,0.008475,0.376068,0.0646,0.2172,0.1666,0.5517
7227,2,0.759884,0.292676,0.269371,0.32491,-0.032233,0.410714,0.2893,0.2962,0.7501,0.77
7330,3,1.380018,0.36391,0.312782,0.339098,0.024812,0.057143,0.3714,0.3567,1.3992,1.3614
7371,3,0.566265,0.222909,0.320131,0.221764,0.001145,0.393162,0.3159,0.1332,0.8218,0.3371
7381,3,0.311468,0.11778,0.109735,0.176187,-0.058407,0.563636,0.1864,0.0504,0.5143,0.1297
7384,2,1.172066,0.372691,0.283807,0.363686,0.009005,0.114035,0.4649,0.2788,1.4045,0.9335
7392,1,1.108904,0.420498,0.310025,0.424968,-0.00447,0.277778,0.4171,0.424,1.0993,1.1189
7417,1,1.924782,0.462185,0.243698,0.428572,0.033613,0.02521,0.4494,0.4748,1.8926,1.9564
7431,1,0.833503,0.317067,0.3501,0.319069,-0.002002,0.268519,0.2598,0.3694,0.6883,0.9702
7438,1,1.205248,0.365047,0.263832,0.297795,0.067251,0.096491,0.4628,0.2656,1.4511,0.9489
7487,1,0.814948,0.316332,0.350895,0.319547,-0.003215,0.33913,0.288,0.3442,0.7391,0.8919
7498,5,1.533852,0.55431,0.447979,0.518536,0.035775,0.191304,0.6333,0.4754,1.806,1.3038
7571,2,1.008232,0.38286,0.508617,0.437044,-0.054184,0.353982,0.3357,0.4317,0.8695,1.1662
7579,1,1.117803,0.352505,0.283081,0.355593,-0.003088,0.115385,0.3489,0.3563,1.1087,1.1274
7580,1,1.455734,0.449013,0.258621,0.413867,0.035146,0.08547,0.4935,0.4061,1.5684,1.3479
7589,2,0.366105,0.145237,0.133694,0.164963,-0.019725,0.431034,0.1034,0.1856,0.2603,0.4705
7607,2,0.792355,0.301464,0.136752,0.282775,0.018687,0.271186,0.2805,0.322,0.7392,0.8451
7612,2,1.066303,0.394138,0.353526,0.396687,-0.002548,0.214953,0.4214,0.3669,1.1381,0.9959
7614,1,1.08443,0.412006,0.474294,0.438419,-0.026412,0.279661,0.537,0.287,1.4866,0.7517
7615,1,1.498779,0.536281,0.469565,0.558275,-0.021995,0.168067,0.6078,0.4635,1.7201,1.2979
7624,1,1.533872,0.313342,0.144068,0.237288,0.076054,0.025641,0.3133,0.3133,1.5339,1.5339
7629,1,1.176893,0.442308,0.350132,0.443338,-0.001032,0.25,0.3667,0.5219,0.9712,1.4197
7635,1,3.109048,0.754379,0.70339,0.73743,0.016949,0.008333,0.873,0.6357,3.5758,2.7633
7660,1,1.287436,0.403508,0.387432,0.386458,0.01705,0.100917,0.4508,0.3536,1.4064,1.1622
